userID,gameID,preds
28,40692,7.760234498607701
34,172386,10.002158091911147
83,68425,7.402593324312016
87,8203,7.157948142649869
112,2653,7.894135425966745
119,68425,6.728735294056952
119,258,7.001033087577225
119,140620,6.9104126222058255
132,478,7.548668399800584
144,41114,6.428783628930427
147,1465,7.026692402673944
156,36946,7.16599682019641
156,29368,7.452582648514833
156,110327,6.975892122173599
157,150658,7.320098725210839
181,92539,7.447142681525971
186,18602,7.398510443752535
204,163412,7.657110124627785
216,176189,6.274718350712551
219,2987,6.752119874028686
254,2591,7.824001112087942
272,46213,1.3949560228380156
310,158899,7.917930582612882
316,68448,6.416849310369483
319,37046,6.456788678732403
346,181304,7.342866053758426
348,65244,6.184549359377795
362,73761,7.480694944711039
373,28720,7.064097013708242
380,147020,7.614094012725593
387,125618,7.262139228242936
388,3201,8.071000702378992
394,5405,6.738701395327318
430,18,5.8591451389139975
430,27162,5.6676812843317546
430,51811,6.614569715558005
434,120677,6.399516759840025
442,181,7.158915929770055
454,3076,7.368245147061104
461,811,7.417730276769269
462,155703,7.806116635800553
467,4098,7.552740864972865
476,19237,6.393301148103498
497,36218,7.694125629562044
508,2163,8.591204564649376
512,93260,7.952478023624629
528,156009,7.440452726415767
614,5,8.084999271501301
614,70919,6.554824780692428
614,127067,6.794290428630113
630,65781,6.61046337271055
632,327,7.060424771218439
658,16992,6.97120036796294
658,163968,7.1147131736980835
690,113924,6.651636353340099
709,143884,7.740697712554463
709,118,8.062999766510474
722,150312,6.964775459053257
723,320,6.862414023012237
746,1198,7.3735882306971146
752,157354,8.04266862588157
758,98778,6.857255379816347
766,25292,8.19200010041486
773,36218,6.498820704426998
781,147151,6.102743210007841
799,28720,7.21571816902476
816,8203,6.213506476847329
824,3076,6.724201868591534
824,73761,5.677853539515155
872,13,7.505236270320803
891,25669,6.584080071220935
898,40692,6.79490683789356
909,1465,6.900647174480151
909,84876,7.010150970410642
946,102680,7.1828802789951265
963,8051,7.477767601413576
973,68448,8.205069125760895
989,18602,6.715830620037044
992,9209,6.194103243876579
1077,54998,8.216766887576625
1131,278,6.3511508144972
1131,3076,5.2553479199272495
1131,104162,5.817351147348418
1145,31627,4.912945364573595
1159,70919,8.802333489666783
1166,215,6.115848729779827
1175,53953,7.588216400565956
1178,1406,5.857397950365044
1190,171,5.540090056931325
1219,126163,7.994409457675808
1250,84876,7.251696746132124
1251,157354,7.15245652846059
1275,161417,7.758234881094511
1278,1927,7.960021291548206
1304,133473,6.958329344159729
1325,31260,7.2927337506268115
1354,121921,7.494086958379301
1354,25821,7.280397586959098
1354,40692,7.468421136796084
1361,154203,7.106050301586323
1361,116,6.752463336466949
1377,84876,8.874878165432253
1393,36218,7.418526370957583
1398,15987,3.7476700113325716
1399,9209,6.880908961936803
1400,133473,7.448005472874931
1433,41114,6.923547882709559
1446,699,6.326723223850059
1469,102794,9.21104003856986
1470,68448,8.76487394632161
1489,30549,7.5633829205695395
1516,258,7.648752730856157
1516,172386,8.306282132836982
1527,15987,5.926865334973691
1554,55660,6.89552059205613
1554,39463,7.241834477578072
1583,127023,7.5891942479694485
1590,22545,8.222004398645225
1603,98778,6.864419712501647
1611,133038,6.299059504870844
1615,93,7.327765686942881
1615,31730,7.407013659351639
1629,1927,6.23809160449575
1633,30380,8.264304188867683
1656,40834,8.23375863743058
1665,42,6.238384858156841
1669,42215,5.4695913953463275
1673,9674,7.4399908838550655
1673,146652,8.024275014593062
1682,70149,7.602607004033645
1703,27627,7.637801800457771
1706,137297,7.246625334278413
1729,37046,6.669145910017746
1737,27173,8.009523094248582
1737,98778,8.018130793943829
1751,1406,8.197394154395976
1782,438,6.989523080029806
1791,25821,7.605237540279304
1801,1406,4.40737417351567
1837,91536,7.4255467663888295
1845,155426,5.84994020092493
1853,161417,7.841725194712443
1855,129622,6.984364517934793
1858,62871,7.976212570859142
1869,68448,5.969386614007898
1894,22545,6.80790354082782
1896,66589,6.204730418399015
1896,27225,5.614243828740091
1896,172818,5.91833140868556
1896,55670,5.871341050139615
1920,105551,6.66998563703041
1942,150658,7.447260366897055
1942,13,7.351780811815436
1953,62871,7.053370120956758
1957,71,8.309262124939975
1959,13823,5.80892653321464
1960,12,6.847539638478492
1979,125618,6.464012911489828
1980,2842,6.710499108552439
1983,43111,8.4394314068321
1991,503,6.912548216483395
2002,156129,7.2795040083193445
2009,50381,6.487355055332894
2018,34119,7.703138246198734
2044,194655,7.784023944740458
2044,12942,7.259708163803676
2044,70919,7.482008594427676
2045,11170,7.681716342944558
2053,39856,8.436369567583855
2055,160499,6.272315466869228
2104,169786,7.925901653261636
2110,37111,7.916619908205598
2126,34119,7.484956830215126
2202,13,9.305484697574958
2205,50,8.318487905285435
2219,320,7.37977402305294
2222,10547,6.983918009202665
2229,54998,8.016120837328591
2229,192291,7.6689691247953204
2243,161936,6.36614046252368
2243,155426,7.0381350869139725
2243,102794,7.124923956571699
2267,107529,7.943597696530294
2267,9209,8.297078938207502
2269,72287,10.007791367732189
2273,21763,7.775091437620818
2273,169786,7.374619249408104
2273,40692,7.919635779205138
2277,2993,8.394888128703993
2282,91536,7.163294670242539
2284,63268,7.4585682753256135
2290,46,6.713840207075786
2290,28720,6.775900053296942
2304,73439,7.173228459322336
2312,5,8.507397708273112
2313,91536,6.446820647751558
2344,134342,7.514604974890387
2360,50,7.453811874398538
2371,41,7.37052247832005
2413,133038,7.436492834765414
2442,1927,7.79248585050286
2446,258,5.9895481823091075
2454,3076,8.370512070479538
2471,50,5.29639215438958
2473,157354,8.054160078084873
2480,110327,7.252267940030883
2494,110327,7.528176741087558
2504,463,4.989877623577443
2507,96848,8.422537535699984
2527,478,7.672220466772478
2527,36218,7.897630827721825
2541,1219,7.4277023829169275
2541,172,7.377132318436641
2541,14105,7.642334030629452
2541,101721,7.720359801124699
2541,37759,7.605041133591302
2548,138788,6.587149067743273
2574,124742,8.220058654954839
2578,40849,7.197134106589187
2579,2807,6.014296974055997
2587,7805,7.549954381539576
2605,146021,6.485308159227927
2605,9609,6.746067063843556
2609,148228,7.44502204409251
2635,5782,7.278752731668741
2639,19237,7.836981903581475
2640,188,7.251393511283298
2654,92415,6.588863236134606
2667,98778,7.463916067345705
2668,21790,6.981775852110418
2668,65781,7.053425502290902
2687,31481,7.21054020570162
2767,3076,6.515438258474304
2797,147020,8.20511616845745
2805,104006,6.796940099851641
2806,205059,7.341225940583913
2859,131357,6.9675572136764385
2892,18,5.8086496973659125
2896,136063,7.907290010565609
2904,15987,7.0856368374257706
2911,125618,7.288521529764684
2911,146508,6.863975902123634
2922,77423,7.0622646478629045
2923,93,7.105409332117558
2929,116,5.9875583526812495
2939,161936,7.770642262162281
2965,147949,6.242702710758221
2966,70149,6.904598659901136
2975,325,6.931159741093024
2976,25613,4.895429024707242
2999,37759,7.716919433107478
3001,5782,8.158499405608156
3017,2398,7.083604931778964
3020,320,5.928232941661781
3071,127398,5.969507518304804
3086,161417,6.595088116847723
3088,154203,6.563695240967806
3094,121921,7.522229862872848
3096,14996,7.475482826547408
3113,27833,8.266202900442462
3166,2163,6.998001561314582
3171,133473,7.68950582017073
3172,3076,6.756344399329245
3176,107529,6.952800726113378
3176,31260,7.348200889798065
3176,1465,6.769949275854264
3200,2223,4.4657071133181825
3256,181304,7.749960107901199
3256,27746,7.510931543885322
3256,146652,8.197772462685238
3256,394,7.74686152634357
3271,43015,7.332938476934969
3309,175914,8.498319887913217
3311,9209,8.85554524931112
3327,50,7.279626104118816
3335,181304,7.90018831315377
3342,2511,6.754564055984758
3343,1234,6.0882611031043545
3343,147949,5.888995608994363
3357,822,6.924846478508665
3375,68448,7.617773407283869
3389,19237,6.875412735896727
3418,158899,7.385687966761281
3438,41114,8.068569944123514
3441,9216,7.459080110680013
3446,14996,7.046774323192489
3446,119890,7.407412170506183
3455,51,6.877437053475946
3480,131357,8.860076483241052
3496,2425,5.689614767183631
3530,178900,7.064550915318543
3549,129437,8.82082057441883
3557,69789,7.677505238926206
3559,215,6.7198787450275885
3559,98778,6.1256965002100925
3560,15062,7.75920240474028
3569,96848,8.755176018999785
3572,113294,7.426919079223098
3572,15062,7.553002130544118
3589,110327,7.299762783674879
3613,54,6.972811149000113
3613,34119,7.616717300556678
3613,11170,7.004370421540291
3678,2807,6.5317454056649815
3683,36218,6.149894895110538
3684,12,7.313010606844363
3701,118,7.549082215685849
3730,148949,6.8728187794153275
3748,4390,7.000751071043302
3774,133038,7.418218532345059
3780,127060,6.401967677014951
3780,438,6.509399682070643
3795,169786,7.247008894477313
3813,158899,7.657488820899214
3824,37111,7.127248033049102
3832,3076,9.053823520298847
3835,24480,6.1078745802110666
3851,54998,7.0707074648721955
3866,175914,8.468548396642166
3868,164153,7.2454100435887145
3868,2381,6.297732287042339
3887,11,6.295205105571583
3887,555,7.111466276945203
3900,93,7.373862483983371
3914,176494,7.403118108410171
3942,41,7.393041145764968
3988,2655,7.631341070963168
3992,28720,9.343290970700682
4058,188,6.481844689731259
4061,21348,7.3461232538067005
4065,173346,7.662608408465344
4068,37111,7.778883369510607
4071,1294,7.04877741374604
4123,13,7.352084667736759
4140,478,7.281616499195209
4155,155703,8.246419199038503
4200,483,6.765722065287734
4219,16992,6.539332453789386
4257,116,6.930953453266544
4303,4098,8.08045192334757
4303,118,7.344918680585553
4303,45,7.463226209632228
4303,124361,7.0280629746887175
4305,73761,7.614272440633947
4307,6249,5.383464335320343
4318,53953,4.8480949518788155
4318,8098,6.407751773254859
4375,172,6.971746535908891
4396,98778,7.522835077224326
4410,123540,7.912175610676471
4415,12,7.316066310720943
4415,118,7.287963363393519
4437,1294,5.44764930340331
4437,37111,6.341158894826404
4444,111661,7.361051601875098
4446,68448,7.474259645035376
4487,11170,5.992166375360616
4487,181,6.137061527300377
4500,9220,6.948684717132037
4520,121921,6.713632905717025
4539,70323,6.255846052310356
4548,173346,7.700758892758815
4611,8217,6.4463874015821085
4611,66690,5.627379259367337
4611,37111,6.1706572777998066
4631,13,5.911599549079622
4636,8217,7.8421582100765495
4653,124361,7.1957870736485745
4661,42215,6.68180891414609
4708,138161,7.529723854459624
4710,35677,6.925693945530086
4724,39856,5.225032683272226
4735,25669,7.158176491723243
4742,59959,6.043246439655167
4745,62219,8.038116537717567
4755,30380,7.407750207087405
4787,3076,7.799692133466419
4789,74,6.044700780976948
4828,84876,7.7494016324725905
4829,205637,8.287035946083595
4829,63888,7.899414743254145
4829,37046,7.988840743454279
4850,37904,7.239701565464902
4850,90419,7.752166576575166
4850,22345,7.573816344118733
4850,12,7.691480689431687
4862,107529,6.895144177209015
4878,36932,7.867009407978267
4882,13,7.165522882887496
4888,929,6.767070665473724
4893,146021,7.520742757436006
4907,21348,7.424978252529226
4917,12333,7.3636106652144235
4918,187645,7.370880863930222
4932,205059,6.765711100735472
4947,278,6.84397353461012
4959,172225,7.746525969570892
4977,8203,6.954718807728874
4982,10630,7.4646982815972684
4988,12333,6.773840754483071
4990,98778,7.0919925235255965
4998,40692,6.96060500880505
5031,2471,7.320862232063154
5038,39683,7.4992022123978295
5042,822,7.5053423407697535
5047,27588,7.128799782879104
5047,148949,7.672389004383779
5066,42,6.5657795917064
5066,46,5.7907447185960725
5103,47,7.568376641492245
5103,171668,7.642463908883115
5120,27746,7.240394702126258
5128,124361,6.963961947479374
5136,143693,7.951617309816878
5152,143884,7.2185394515543795
5164,36218,6.949059171504238
5208,12493,8.77745002135077
5259,127398,7.416431533835988
5259,104162,7.234798179123074
5271,198773,9.559665846370105
5272,171668,6.9423842812360155
5298,54998,7.99376542139437
5320,438,7.784305891443396
5371,8051,7.317399274532386
5372,98,6.71181261599313
5378,163412,7.757574757966269
5392,129622,7.633805087885982
5392,144733,7.9741455070690135
5392,127060,7.6933219275101
5400,30549,7.2715578562923495
5402,170216,7.8461595906697745
5415,65244,7.434188281583555
5473,43015,8.066731210724397
5473,42215,7.880338921413516
5480,66589,6.518444672575028
5480,12942,6.086853288147414
5480,24508,6.146576444776857
5480,97786,6.270167951704728
5510,121921,7.463771603559201
5510,65781,7.3986784289910075
5510,15158,7.1603395313687574
5523,320,7.330290108252203
5537,16986,7.200921444181487
5568,121408,6.922688569927284
5619,10547,7.269244732689382
5626,29368,7.903728589311913
5672,15363,6.473158778881558
5678,478,7.061465572235717
5727,93,6.696008161363536
5727,19237,6.362839342498344
5749,74,6.9644195492753145
5772,18602,8.982081388117528
5794,103885,7.321150925929154
5798,278,6.489948245378727
5818,760,6.642354025834767
5828,98778,6.862825140248754
5830,120677,7.251032216350667
5832,132531,7.3140356376166675
5832,6249,6.633059779739075
5832,12002,6.651127691525235
5841,178900,6.626104845198476
5885,25669,6.0358968322585325
5906,173,7.845191749114776
5907,157969,7.558505917575957
5907,102794,7.624980209491873
5914,105551,7.368821797182587
5917,77130,8.298624977034384
5917,153938,8.001389625402192
5921,15062,7.528274222978304
5935,51811,8.095825314176345
5935,37111,7.954755940732269
5936,2952,5.3294355381468606
6003,45315,7.098223225949339
6009,123540,8.196978555333779
6043,13,6.712329771827388
6044,9220,8.287524325183576
6050,15987,6.559968373178991
6050,156129,6.758736810620124
6052,24439,7.955452576322937
6053,9674,6.889779473162253
6066,9217,7.426825641251529
6066,45315,7.316047807317027
6083,150658,6.165971674319722
6093,40628,7.055211969952409
6132,148949,7.247841134308441
6145,51811,6.877635914232818
6158,2653,8.486725946563329
6181,9209,5.7676838114862266
6203,21763,6.901072846015502
6206,1927,5.895176883646023
6212,34635,8.47837389727243
6214,13,7.13402602403121
6225,18602,7.5956144764724085
6230,20100,8.333109622777048
6248,41114,6.8261847813710395
6248,178900,6.677580849562087
6249,9674,7.46510373159547
6260,209010,7.51664574098365
6263,2655,7.879148285961932
6267,103343,7.7133900467107255
6267,155426,6.666044371714365
6281,503,7.097308328191786
6293,2223,6.984215567687108
6301,33160,7.409152733700849
6324,63628,7.589061609902482
6324,128621,7.70116433357817
6324,24480,7.790783282679915
6353,25669,7.186670296830214
6362,10547,7.064542383923234
6362,5782,7.344100174374754
6368,2651,6.433165006045432
6377,111661,7.749778547035231
6410,188,7.009238220491222
6457,36946,7.241110237039194
6467,65781,7.680801278659955
6472,121921,8.652618902174055
6479,155987,7.089728157702378
6509,6249,6.145007052278749
6526,104162,6.836602907466541
6536,2921,9.367593147410437
6548,9674,7.969249767221717
6551,73439,8.516068645587573
6562,823,7.835972275212909
6565,177736,8.551379970515551
6576,129622,7.189278239260604
6584,129622,7.834372557521598
6584,168435,7.987140969941252
6592,119890,8.437490790703139
6597,193738,8.13948659356088
6597,37759,7.668706959136403
6600,16992,7.82232121837549
6613,5,8.290430324125735
6621,463,5.6636204153705165
6702,215,8.255674573197371
6714,9217,7.693148014436253
6714,13,7.473607270472169
6794,84876,7.025589350003165
6809,136063,7.381119622072459
6823,10547,6.683802472885708
6834,131357,6.784934565729551
6858,41,7.602400608409786
6878,140,6.382987428679842
6880,147020,7.91069731926806
6894,2807,6.262107417455465
6916,34635,6.788785311594707
6916,12002,6.733572606777299
6924,50381,6.9237267540197305
6930,39938,8.260388948052405
6937,155426,6.323341106506284
6942,129622,7.852624438933487
6945,21790,7.311760213044917
6957,18602,6.055158054669702
6983,9209,7.33909772177348
6983,65244,7.254133131299646
7002,36218,6.299326670587382
7012,120677,7.552438338889872
7012,171623,7.581675082119776
7012,102794,7.907471017839759
7012,70323,7.6450579067160565
7042,10630,8.192904590598172
7063,119890,7.453674552070906
7074,12002,6.688057059137836
7081,6249,6.2181341253873645
7093,102652,7.839176790972733
7096,12942,6.2162522836059955
7096,24508,6.674757633153478
7096,31730,6.8374960283253525
7166,136888,7.135581922663776
7203,40849,6.88910127751314
7235,30549,8.43216151606051
7240,6249,6.556816196929553
7240,21241,6.935204639964801
7241,66690,7.5512929938945526
7247,34635,7.295709113694424
7294,325,7.675965028012872
7312,136063,7.7258773841484745
7319,111661,7.677972977363293
7319,14996,7.0384619450713135
7375,16992,8.07331537415091
7396,119890,6.547482638025824
7428,84876,8.989120698285124
7439,50,6.726858029862065
7464,6249,7.522217548729331
7473,34635,8.081422731742741
7477,6472,6.913119502799327
7483,521,7.328028482464126
7490,2807,7.589896376777805
7519,70323,6.583651272731247
7519,127023,7.4715163509771925
7525,40692,7.092949688555899
7525,71,7.296919751408498
7536,2655,8.449875929762827
7536,131835,7.777804911253459
7583,150658,7.432848463210893
7623,258,4.407616389059877
7640,28720,7.991678851780717
7649,28023,7.260508706207228
7661,25292,7.06985555358758
7661,35677,7.126002561410478
7671,10547,7.286343299119564
7673,127060,7.163860154759287
7675,70323,7.526459164589443
7686,45315,6.169453469168704
7701,113294,6.915244152872046
7707,37759,7.265287849833975
7709,21790,8.449811534025361
7712,157969,7.757739196530958
7720,35677,7.163726791620961
7726,92539,7.151587235707054
7754,25821,7.304212400096242
7762,9209,5.7901295682445175
7776,822,9.05440765335846
7777,155987,7.155567293043491
7790,30549,8.465468854259058
7803,103885,7.670596074007528
7811,10,7.235665814529829
7811,13308,7.074277805497546
7823,10630,6.937987275423424
7829,45,6.57548236837043
7855,154203,6.173713562958559
7861,171,7.997100916571349
7898,20100,6.691726359242738
7902,521,6.874454684149067
7917,2453,7.677274531583174
7938,760,6.8172078136086744
7945,65244,7.2098972006813495
7952,2398,6.4785893262547
7961,478,6.420715405759063
7968,72125,7.8703428528284425
7969,153938,7.45320401308633
8011,478,7.321498085276934
8018,20551,6.555714568539796
8022,133038,7.3193888696450236
8032,50,9.680615420363926
8032,15364,9.634712787157998
8037,2651,7.486523398243854
8059,13,7.146657835061959
8074,826,7.003402844464624
8074,40628,7.565717475222619
8074,6472,7.387015030384264
8074,18602,7.53021744668975
8081,103885,6.13322224147675
8082,926,6.838183081920316
8104,170216,4.912647266296185
8123,150376,7.894923099490496
8144,42215,6.093388052352506
8144,40398,6.717513227231828
8145,51,6.081892891155578
8145,108745,6.82767124604805
8152,35677,6.691795274281307
8153,2452,6.438523226778032
8167,173346,7.103831968851569
8194,478,7.699552788868523
8206,822,6.33384152212959
8251,111661,10
8257,22141,6.6289864238121945
8267,116,6.892298295648073
8321,14105,7.416560204344608
8337,11170,8.103495414930247
8358,150376,7.050414352299049
8381,8203,7.673757463703352
8399,478,6.101144209184135
8408,40398,6.885262422938254
8432,35677,6.761655538476891
8432,116,6.032483154661893
8447,107529,7.8885553613235855
8447,161936,7.734666523374353
8447,1917,6.954971163549343
8453,93,7.761242754776057
8457,116,7.183133243965136
8475,13,7.26001111263785
8496,21763,7.076311628763389
8526,42,6.8248672891964945
8526,521,6.8547763038152185
8537,116,7.974609893628047
8558,127023,8.317062635638756
8558,70323,8.05780154740647
8558,176396,8.195202790597339
8558,73439,8.565442992594978
8559,134342,7.7359847486624
8563,117959,6.3142817006647505
8587,70323,7.100510050096672
8594,204583,7.136678896157514
8608,51811,7.324756738493485
8611,91536,7.876097833138522
8627,68448,7.279706110137133
8629,127398,6.951019065970417
8631,17226,7.892296948087976
8644,102794,6.664265012091439
